uav_count,seed,method,outer_complete,inner_complete,discovery_complete,monitoring_complete,total_time,rrbba_triggers,makespan,total_distance,plot_path,comparison_plot,status
14,4,OBLAP,18,18,17,27,28,5,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed4.png,success
14,4,TSP,,,,,,,31.9,280.99,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed4.png,success
14,5,OBLAP,23,23,22,30,31,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed5.png,success
14,5,TSP,,,,,,,30.9,289.59,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed5.png,success
14,6,OBLAP,14,14,13,23,24,2,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed6.png,success
14,6,TSP,,,,,,,30.9,286.08,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed6.png,success
14,7,OBLAP,24,24,23,31,32,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed7.png,success
14,7,TSP,,,,,,,28.9,275.52,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed7.png,success
14,8,OBLAP,15,15,14,23,24,2,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed8.png,success
14,8,TSP,,,,,,,30.9,289.26,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed8.png,success
14,9,OBLAP,22,22,21,28,29,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed9.png,success
14,9,TSP,,,,,,,28.8,279.69,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed9.png,success
14,10,OBLAP,21,21,20,29,30,7,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed10.png,success
14,10,TSP,,,,,,,28.0,275.18,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed10.png,success
14,11,OBLAP,24,24,23,31,32,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed11.png,success
14,11,TSP,,,,,,,28.9,279.2,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed11.png,success
14,12,OBLAP,19,19,18,27,28,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed12.png,success
14,12,TSP,,,,,,,28.0,273.47,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed12.png,success
14,13,OBLAP,24,24,23,33,34,7,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed13.png,success
14,13,TSP,,,,,,,35.3,305.08,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed13.png,success
14,14,OBLAP,24,24,23,32,33,6,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed14.png,success
14,14,TSP,,,,,,,28.0,274.65,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed14.png,success
14,15,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_145446\OBLAP_UAV14_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV14_Seed15.png,success
14,15,TSP,,,,,,,28.3,282.22,,batch_test_plots_20251228_145446\Comparison_UAV14_Seed15.png,success
15,1,OBLAP,16,16,15,25,26,2,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed1.png,success
15,1,TSP,,,,,,,26.3,286.39,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed1.png,success
15,2,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed2.png,success
15,2,TSP,,,,,,,30.3,299.58,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed2.png,success
15,3,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed3.png,success
15,3,TSP,,,,,,,27.3,296.92,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed3.png,success
15,4,OBLAP,19,19,18,27,28,3,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed4.png,success
15,4,TSP,,,,,,,30.3,299.82,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed4.png,success
15,5,OBLAP,23,23,22,30,31,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed5.png,success
15,5,TSP,,,,,,,28.6,291.84,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed5.png,success
15,6,OBLAP,21,21,20,28,29,4,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed6.png,success
15,6,TSP,,,,,,,29.3,294.75,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed6.png,success
15,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed7.png,success
15,7,TSP,,,,,,,28.3,295.17,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed7.png,success
15,8,OBLAP,14,14,13,22,23,2,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed8.png,success
15,8,TSP,,,,,,,28.6,298.26,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed8.png,success
15,9,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed9.png,success
15,9,TSP,,,,,,,26.5,291.84,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed9.png,success
15,10,OBLAP,21,21,20,30,31,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed10.png,success
15,10,TSP,,,,,,,28.3,290.78,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed10.png,success
15,11,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed11.png,success
15,11,TSP,,,,,,,28.3,295.38,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed11.png,success
15,12,OBLAP,19,19,18,26,27,4,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed12.png,success
15,12,TSP,,,,,,,26.7,288.59,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed12.png,success
15,13,OBLAP,24,24,23,30,31,6,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed13.png,success
15,13,TSP,,,,,,,31.3,328.55,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed13.png,success
15,14,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed14.png,success
15,14,TSP,,,,,,,26.4,288.94,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed14.png,success
15,15,OBLAP,20,20,19,28,29,6,,,batch_test_plots_20251228_145446\OBLAP_UAV15_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV15_Seed15.png,success
15,15,TSP,,,,,,,29.0,295.53,,batch_test_plots_20251228_145446\Comparison_UAV15_Seed15.png,success
16,1,OBLAP,16,16,15,24,25,2,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed1.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed1.png,success
16,1,TSP,,,,,,,26.4,292.75,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed1.png,success
16,2,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed2.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed2.png,success
16,2,TSP,,,,,,,33.0,312.67,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed2.png,success
16,3,OBLAP,20,20,19,28,29,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed3.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed3.png,success
16,3,TSP,,,,,,,30.3,305.04,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed3.png,success
16,4,OBLAP,19,19,18,27,28,3,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed4.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed4.png,success
16,4,TSP,,,,,,,30.8,303.39,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed4.png,success
16,5,OBLAP,23,23,22,30,31,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed5.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed5.png,success
16,5,TSP,,,,,,,26.2,299.93,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed5.png,success
16,6,OBLAP,21,21,20,28,29,4,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed6.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed6.png,success
16,6,TSP,,,,,,,29.3,297.97,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed6.png,success
16,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed7.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed7.png,success
16,7,TSP,,,,,,,27.3,300.64,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed7.png,success
16,8,OBLAP,14,14,13,22,23,2,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed8.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed8.png,success
16,8,TSP,,,,,,,30.3,308.99,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed8.png,success
16,9,OBLAP,22,22,21,29,30,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed9.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed9.png,success
16,9,TSP,,,,,,,28.3,302.59,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed9.png,success
16,10,OBLAP,21,21,20,30,31,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed10.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed10.png,success
16,10,TSP,,,,,,,27.3,301.12,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed10.png,success
16,11,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed11.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed11.png,success
16,11,TSP,,,,,,,27.3,303.12,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed11.png,success
16,12,OBLAP,22,22,21,29,30,6,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed12.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed12.png,success
16,12,TSP,,,,,,,27.9,299.65,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed12.png,success
16,13,OBLAP,24,24,23,30,31,6,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed13.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed13.png,success
16,13,TSP,,,,,,,31.3,329.36,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed13.png,success
16,14,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed14.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed14.png,success
16,14,TSP,,,,,,,26.3,300.13,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed14.png,success
16,15,OBLAP,20,20,19,27,28,6,,,batch_test_plots_20251228_145446\OBLAP_UAV16_Seed15.png,batch_test_plots_20251228_145446\Comparison_UAV16_Seed15.png,success
16,15,TSP,,,,,,,29.0,299.96,,batch_test_plots_20251228_145446\Comparison_UAV16_Seed15.png,success
