N,K,Strategy,Makespan,Total_Distance,Sample
12,5,greedy-dynamic,8.099999999999987,154.69984789204682,7
12,5,phased-hungarian,4.6,181.8882971539684,7
12,5,v4.2-adaptive,3.5000000000000018,159.87484660964589,7
12,5,greedy-dynamic,8.699999999999985,143.14162720385596,8
12,5,phased-hungarian,4.300000000000001,174.04740796790412,8
12,5,v4.2-adaptive,5.299999999999997,208.58507541844975,8
12,5,greedy-dynamic,5.999999999999995,142.99719785230567,9
12,5,phased-hungarian,6.399999999999993,216.78574760346024,9
12,5,v4.2-adaptive,2.500000000000001,113.09337946536343,9
12,6,greedy-dynamic,3.3000000000000016,129.55757479975068,0
12,6,phased-hungarian,4.4,193.75440902064076,0
12,6,v4.2-adaptive,3.3000000000000016,170.95470612145613,0
12,6,greedy-dynamic,4.899999999999999,112.4853017773563,1
12,6,phased-hungarian,5.1999999999999975,204.5126505294725,1
12,6,v4.2-adaptive,2.9000000000000012,153.38849326839832,1
12,6,greedy-dynamic,8.399999999999986,180.79041824282606,2
12,6,phased-hungarian,2.9000000000000012,151.55578648767866,2
12,6,v4.2-adaptive,3.0000000000000013,166.02762993936727,2
12,6,greedy-dynamic,7.099999999999991,163.32507125594353,3
12,6,phased-hungarian,4.100000000000001,183.28781130107598,3
12,6,v4.2-adaptive,3.2000000000000015,175.62686533353266,3
12,6,greedy-dynamic,8.199999999999987,167.94012340994038,4
12,6,phased-hungarian,3.800000000000002,174.93197726617475,4
12,6,v4.2-adaptive,3.2000000000000015,175.11305552098096,4
12,6,greedy-dynamic,4.699999999999999,144.65211886393746,5
12,6,phased-hungarian,3.5000000000000018,176.98829145761053,5
12,6,v4.2-adaptive,5.599999999999996,219.6270672958405,5
12,6,greedy-dynamic,3.700000000000002,88.74591914262764,6
12,6,phased-hungarian,4.000000000000002,190.79715610993117,6
12,6,v4.2-adaptive,3.600000000000002,187.29191802637425,6
12,6,greedy-dynamic,5.699999999999996,116.55507293507468,7
12,6,phased-hungarian,2.9000000000000012,147.28936290734254,7
12,6,v4.2-adaptive,2.9000000000000012,160.88854381999832,7
12,6,greedy-dynamic,7.599999999999989,166.74552821831583,8
12,6,phased-hungarian,3.5000000000000018,175.73402978293723,8
12,6,v4.2-adaptive,4.200000000000001,191.19438007436662,8
12,6,greedy-dynamic,4.899999999999999,154.30135159134136,9
12,6,phased-hungarian,4.999999999999998,201.34358067995626,9
12,6,v4.2-adaptive,3.800000000000002,190.0599014241687,9
12,7,greedy-dynamic,9.299999999999983,178.00666304042994,0
12,7,phased-hungarian,5.299999999999997,246.4207563907001,0
12,7,v4.2-adaptive,5.699999999999996,253.39025146401195,0
12,7,greedy-dynamic,3.0000000000000013,117.53415416847203,1
12,7,phased-hungarian,5.599999999999996,239.44021827356735,1
12,7,v4.2-adaptive,4.000000000000002,213.58510715476348,1
12,7,greedy-dynamic,7.899999999999988,177.90126027937097,2
12,7,phased-hungarian,5.799999999999995,243.41306664155567,2
12,7,v4.2-adaptive,3.2000000000000015,182.3192715119023,2
12,7,greedy-dynamic,6.699999999999992,167.12564302061355,3
12,7,phased-hungarian,3.600000000000002,196.73055324907295,3
12,7,v4.2-adaptive,3.5000000000000018,215.44203685705358,3
12,7,greedy-dynamic,5.099999999999998,163.38982060048968,4
12,7,phased-hungarian,3.4000000000000017,188.85046550917494,4
12,7,v4.2-adaptive,2.400000000000001,140.81793947021487,4
12,7,greedy-dynamic,4.799999999999999,130.31020209522904,5
12,7,phased-hungarian,3.3000000000000016,187.14713165364026,5
12,7,v4.2-adaptive,4.4,204.932168082193,5
12,7,greedy-dynamic,7.19999999999999,186.6155082184888,6
12,7,phased-hungarian,4.100000000000001,206.72113940342146,6
12,7,v4.2-adaptive,3.5000000000000018,200.1954661297098,6
12,7,greedy-dynamic,7.39999999999999,151.4764778142636,7
12,7,phased-hungarian,3.700000000000002,197.10966225174434,7
12,7,v4.2-adaptive,3.600000000000002,201.71310121516723,7
12,7,greedy-dynamic,6.199999999999994,141.80800431725729,8
12,7,phased-hungarian,3.4000000000000017,189.73750315729282,8
12,7,v4.2-adaptive,3.1000000000000014,179.6105492320605,8
12,7,greedy-dynamic,6.499999999999993,134.65484972885355,9
12,7,phased-hungarian,2.700000000000001,150.92475038155055,9
12,7,v4.2-adaptive,3.5000000000000018,219.86634074200083,9
12,8,greedy-dynamic,6.499999999999993,171.1506642411525,0
12,8,phased-hungarian,3.4000000000000017,211.8379970886301,0
12,8,v4.2-adaptive,3.3000000000000016,194.28130171373655,0
12,8,greedy-dynamic,3.900000000000002,151.33992498489462,1
12,8,phased-hungarian,3.4000000000000017,206.09787764375267,1
12,8,v4.2-adaptive,4.6,250.03953892088626,1
12,8,greedy-dynamic,4.999999999999998,156.6623676062465,2
12,8,phased-hungarian,2.3000000000000007,162.6973846343204,2
12,8,v4.2-adaptive,2.400000000000001,176.910945841624,2
12,8,greedy-dynamic,6.199999999999994,181.2322710965687,3
12,8,phased-hungarian,3.700000000000002,212.93730281597377,3
12,8,v4.2-adaptive,3.800000000000002,213.86080917898198,3
12,8,greedy-dynamic,4.999999999999998,146.0138082738039,4
12,8,phased-hungarian,2.9000000000000012,181.98617441571196,4
12,8,v4.2-adaptive,2.700000000000001,179.11749388101686,4
12,8,greedy-dynamic,5.799999999999995,189.342805823151,5
12,8,phased-hungarian,4.300000000000001,216.9881926098515,5
12,8,v4.2-adaptive,4.200000000000001,220.27229173786426,5
12,8,greedy-dynamic,11.799999999999974,177.9927485772124,6
12,8,phased-hungarian,3.900000000000002,212.14766399879534,6
12,8,v4.2-adaptive,3.5000000000000018,208.67967761376818,6
12,8,greedy-dynamic,5.799999999999995,169.0218710201939,7
12,8,phased-hungarian,3.800000000000002,218.53089891889056,7
12,8,v4.2-adaptive,3.600000000000002,224.07167860539673,7
12,8,greedy-dynamic,6.099999999999994,165.33654650546578,8
12,8,phased-hungarian,4.200000000000001,246.7046659489685,8
12,8,v4.2-adaptive,2.9000000000000012,189.24742199959545,8
12,8,greedy-dynamic,7.999999999999988,173.24714278334008,9
12,8,phased-hungarian,3.800000000000002,217.37555532791646,9
12,8,v4.2-adaptive,2.400000000000001,173.47384833044532,9
12,9,greedy-dynamic,12.399999999999972,197.99157251652665,0
12,9,phased-hungarian,2.3000000000000007,173.51942971748986,0
12,9,v4.2-adaptive,5.099999999999998,266.282465900867,0
12,9,greedy-dynamic,5.099999999999998,164.07673756204417,1
12,9,phased-hungarian,3.3000000000000016,216.6343100347355,1
12,9,v4.2-adaptive,2.9000000000000012,212.94103830806827,1
12,9,greedy-dynamic,4.4,163.4556293921488,2
12,9,phased-hungarian,2.800000000000001,208.831851057108,2
12,9,v4.2-adaptive,3.0000000000000013,218.45170335317263,2
12,9,greedy-dynamic,5.099999999999998,174.7221481444964,3
12,9,phased-hungarian,3.5000000000000018,226.20446703222677,3
12,9,v4.2-adaptive,4.699999999999999,296.2908776285188,3
12,9,greedy-dynamic,3.0000000000000013,129.48152193201784,4
12,9,phased-hungarian,3.0000000000000013,210.04682098660209,4
12,9,v4.2-adaptive,3.4000000000000017,226.67854925082725,4
12,9,greedy-dynamic,4.200000000000001,156.4804720980866,5
12,9,phased-hungarian,2.800000000000001,190.48251145589052,5
12,9,v4.2-adaptive,2.800000000000001,204.2534704339175,5
12,9,greedy-dynamic,5.899999999999995,192.2022680738361,6
12,9,phased-hungarian,3.900000000000002,227.07384666480385,6
12,9,v4.2-adaptive,3.0000000000000013,233.0071489751919,6
12,9,greedy-dynamic,5.299999999999997,163.54776226331668,7
12,9,phased-hungarian,2.600000000000001,188.34124568813476,7
12,9,v4.2-adaptive,3.1000000000000014,211.88732781637398,7
12,9,greedy-dynamic,6.499999999999993,159.85640283008948,8
12,9,phased-hungarian,3.2000000000000015,207.10848036445583,8
12,9,v4.2-adaptive,3.700000000000002,234.14606103946437,8
12,9,greedy-dynamic,5.4999999999999964,156.69169219984713,9
12,9,phased-hungarian,4.200000000000001,234.13862516682826,9
12,9,v4.2-adaptive,3.600000000000002,251.13028124978382,9
12,10,greedy-dynamic,7.799999999999988,177.68841977856837,0
12,10,phased-hungarian,2.400000000000001,197.00825938585973,0
12,10,v4.2-adaptive,2.600000000000001,226.68641556179168,0
12,10,greedy-dynamic,6.8999999999999915,192.70334295907364,1
12,10,phased-hungarian,3.700000000000002,234.3940575912814,1
12,10,v4.2-adaptive,2.800000000000001,233.7139348782348,1
12,10,greedy-dynamic,6.8999999999999915,188.50376667295524,2
12,10,phased-hungarian,2.1000000000000005,182.27529970515644,2
12,10,v4.2-adaptive,2.800000000000001,211.11972771023326,2
12,10,greedy-dynamic,5.699999999999996,196.94521759199174,3
12,10,phased-hungarian,2.800000000000001,217.13777779319201,3
12,10,v4.2-adaptive,5.599999999999996,304.62111992421467,3
12,10,greedy-dynamic,6.8999999999999915,192.5161642264934,4
12,10,phased-hungarian,2.9000000000000012,220.28772642607325,4
12,10,v4.2-adaptive,3.3000000000000016,246.5408996183122,4
12,10,greedy-dynamic,5.099999999999998,188.80730204907138,5
12,10,phased-hungarian,2.9000000000000012,222.05980678208527,5
12,10,v4.2-adaptive,4.999999999999998,276.84606553157045,5
12,10,greedy-dynamic,7.39999999999999,192.17659622044494,6
12,10,phased-hungarian,5.799999999999995,315.5486489478328,6
12,10,v4.2-adaptive,3.1000000000000014,236.26501264432144,6
12,10,greedy-dynamic,7.29999999999999,162.88023432106854,7
12,10,phased-hungarian,2.3000000000000007,183.4546369586344,7
12,10,v4.2-adaptive,2.500000000000001,209.53113721368092,7
12,10,greedy-dynamic,4.899999999999999,177.13329233670777,8
12,10,phased-hungarian,2.9000000000000012,219.77569506782115,8
12,10,v4.2-adaptive,2.700000000000001,184.62671035093604,8
12,10,greedy-dynamic,5.599999999999996,195.54920394026965,9
12,10,phased-hungarian,4.100000000000001,256.4194119996256,9
12,10,v4.2-adaptive,4.000000000000002,246.4698672823719,9
12,11,greedy-dynamic,6.499999999999993,195.83070177659795,0
12,11,phased-hungarian,3.4000000000000017,233.17881775920395,0
12,11,v4.2-adaptive,3.1000000000000014,237.16343094977884,0
12,11,greedy-dynamic,5.099999999999998,206.7689563173137,1
12,11,phased-hungarian,4.100000000000001,266.29920862153955,1
12,11,v4.2-adaptive,2.800000000000001,236.43234330112554,1
12,11,greedy-dynamic,3.2000000000000015,139.30172342432533,2
12,11,phased-hungarian,2.9000000000000012,219.65111330743412,2
12,11,v4.2-adaptive,2.9000000000000012,235.78783925973494,2
12,11,greedy-dynamic,6.399999999999993,190.34513514528663,3
12,11,phased-hungarian,4.300000000000001,277.7857629085908,3
12,11,v4.2-adaptive,2.600000000000001,197.22254983651155,3
12,11,greedy-dynamic,5.399999999999997,203.47253790574507,4
12,11,phased-hungarian,5.799999999999995,310.7221025495801,4
12,11,v4.2-adaptive,2.9000000000000012,246.55861270051489,4
12,11,greedy-dynamic,9.299999999999983,183.41546041999092,5
12,11,phased-hungarian,4.5,282.01961015915595,5
12,11,v4.2-adaptive,5.299999999999997,307.1225200750107,5
12,11,greedy-dynamic,4.699999999999999,182.2747653465659,6
12,11,phased-hungarian,3.0000000000000013,232.49878801351508,6
12,11,v4.2-adaptive,3.1000000000000014,246.35188070532604,6
12,11,greedy-dynamic,5.299999999999997,209.67727374289868,7
12,11,phased-hungarian,4.000000000000002,250.81244740912967,7
12,11,v4.2-adaptive,5.699999999999996,338.4690731432801,7
12,11,greedy-dynamic,3.4000000000000017,174.5338272571686,8
12,11,phased-hungarian,2.700000000000001,219.7751424168783,8
12,11,v4.2-adaptive,3.3000000000000016,248.7181119521086,8
12,11,greedy-dynamic,4.000000000000002,172.30445379882246,9
12,11,phased-hungarian,2.1000000000000005,185.16082271364252,9
12,11,v4.2-adaptive,2.700000000000001,223.47098604712218,9
12,12,greedy-dynamic,5.399999999999997,198.74712209822997,0
12,12,phased-hungarian,4.6,290.95281530295387,0
12,12,v4.2-adaptive,3.4000000000000017,277.3615373694622,0
12,12,greedy-dynamic,7.19999999999999,191.40926761941162,1
12,12,phased-hungarian,2.400000000000001,219.6472345042331,1
12,12,v4.2-adaptive,2.500000000000001,253.2607069343336,1
12,12,greedy-dynamic,4.999999999999998,191.02106243738916,2
12,12,phased-hungarian,3.0000000000000013,245.3453214999164,2
12,12,v4.2-adaptive,3.800000000000002,331.54428393391856,2
12,12,greedy-dynamic,3.5000000000000018,204.65167497713247,3
12,12,phased-hungarian,4.000000000000002,290.9321849119847,3
12,12,v4.2-adaptive,2.3000000000000007,237.56966443485115,3
12,12,greedy-dynamic,4.4,195.96769189897327,4
12,12,phased-hungarian,3.800000000000002,280.49146867387697,4
12,12,v4.2-adaptive,4.200000000000001,319.51117631809336,4
12,12,greedy-dynamic,4.999999999999998,219.0889174998213,5
12,12,phased-hungarian,3.3000000000000016,251.14706554000117,5
12,12,v4.2-adaptive,2.9000000000000012,261.74813883307866,5
12,12,greedy-dynamic,5.799999999999995,166.23574681576207,6
12,12,phased-hungarian,4.899999999999999,316.86085689174905,6
12,12,v4.2-adaptive,3.1000000000000014,272.5122577550434,6
12,12,greedy-dynamic,4.300000000000001,168.0658092523316,7
12,12,phased-hungarian,4.699999999999999,303.750493567157,7
12,12,v4.2-adaptive,2.700000000000001,275.10817044868406,7
12,12,greedy-dynamic,5.699999999999996,214.97306664943468,8
12,12,phased-hungarian,3.0000000000000013,235.48681467965875,8
12,12,v4.2-adaptive,4.699999999999999,333.91018375888245,8
12,12,greedy-dynamic,4.100000000000001,204.54488201402435,9
12,12,phased-hungarian,3.0000000000000013,251.4992583011145,9
12,12,v4.2-adaptive,3.900000000000002,296.0369894151011,9
12,13,greedy-dynamic,4.899999999999999,216.03515972497397,0
12,13,phased-hungarian,3.800000000000002,293.6425273243553,0
12,13,v4.2-adaptive,5.699999999999996,336.05615365946505,0
12,13,greedy-dynamic,2.9000000000000012,196.6277145442441,1
12,13,phased-hungarian,3.800000000000002,300.7044316882449,1
12,13,v4.2-adaptive,4.100000000000001,324.07510900932766,1
12,13,greedy-dynamic,6.999999999999991,222.68927745364965,2
12,13,phased-hungarian,4.999999999999998,342.1872616091132,2
12,13,v4.2-adaptive,2.500000000000001,254.27027529315112,2
12,13,greedy-dynamic,4.4,195.83814586076866,3
12,13,phased-hungarian,2.9000000000000012,251.18678703255486,3
12,13,v4.2-adaptive,3.700000000000002,329.21904582698255,3
12,13,greedy-dynamic,5.1999999999999975,201.0315324678706,4
12,13,phased-hungarian,2.9000000000000012,254.11299671522343,4
12,13,v4.2-adaptive,3.0000000000000013,275.85724994505273,4
12,13,greedy-dynamic,5.399999999999997,190.36275919654125,5
12,13,phased-hungarian,4.699999999999999,314.1673845990991,5
12,13,v4.2-adaptive,3.1000000000000014,292.2388092617963,5
12,13,greedy-dynamic,5.099999999999998,186.2473592518893,6
12,13,phased-hungarian,4.300000000000001,313.59008171619803,6
12,13,v4.2-adaptive,4.899999999999999,351.41951981711776,6
12,13,greedy-dynamic,4.4,207.92759023487824,7
12,13,phased-hungarian,5.899999999999995,334.45838563950235,7
12,13,v4.2-adaptive,2.600000000000001,264.5460698468133,7
12,13,greedy-dynamic,4.000000000000002,190.95721201416626,8
12,13,phased-hungarian,4.4,321.47912896074877,8
12,13,v4.2-adaptive,2.3000000000000007,239.75372625108415,8
12,13,greedy-dynamic,6.299999999999994,224.03936366637026,9
12,13,phased-hungarian,2.400000000000001,235.64251538489376,9
12,13,v4.2-adaptive,2.800000000000001,251.87210197582164,9
12,14,greedy-dynamic,5.099999999999998,209.48618661515312,0
12,14,phased-hungarian,2.400000000000001,232.50097119222232,0
12,14,v4.2-adaptive,6.399999999999993,398.09057574327824,0
12,14,greedy-dynamic,3.900000000000002,211.70027006160024,1
12,14,phased-hungarian,2.800000000000001,254.65053429931214,1
12,14,v4.2-adaptive,3.2000000000000015,312.6169713198761,1
12,14,greedy-dynamic,4.100000000000001,206.19159865375505,2
12,14,phased-hungarian,5.4999999999999964,318.6600801595251,2
12,14,v4.2-adaptive,5.1999999999999975,366.0829811804397,2
12,14,greedy-dynamic,4.999999999999998,204.16906665969842,3
12,14,phased-hungarian,3.600000000000002,276.22435666822037,3
12,14,v4.2-adaptive,2.9000000000000012,268.6569775803555,3
12,14,greedy-dynamic,4.999999999999998,209.94518332501468,4
12,14,phased-hungarian,3.600000000000002,288.8903871479851,4
12,14,v4.2-adaptive,3.0000000000000013,271.52672614481384,4
12,14,greedy-dynamic,4.999999999999998,230.03594447840734,5
12,14,phased-hungarian,3.700000000000002,293.3182034852976,5
12,14,v4.2-adaptive,2.9000000000000012,315.8015771028531,5
12,14,greedy-dynamic,4.6,221.1651555817274,6
12,14,phased-hungarian,4.5,326.75657897826363,6
12,14,v4.2-adaptive,2.700000000000001,288.55772155803106,6
12,14,greedy-dynamic,5.699999999999996,210.2033739902642,7
12,14,phased-hungarian,3.0000000000000013,267.77737691015705,7
12,14,v4.2-adaptive,3.700000000000002,374.991077259919,7
12,14,greedy-dynamic,3.3000000000000016,185.88770154221328,8
12,14,phased-hungarian,2.0000000000000004,223.77080420053758,8
12,14,v4.2-adaptive,2.600000000000001,275.5508986447545,8
12,14,greedy-dynamic,4.200000000000001,202.2516383717154,9
12,14,phased-hungarian,3.900000000000002,307.13852142637734,9
12,14,v4.2-adaptive,3.800000000000002,339.09603861692773,9
12,15,greedy-dynamic,7.599999999999989,212.0909602199947,0
12,15,phased-hungarian,3.3000000000000016,336.61701861244154,0
12,15,v4.2-adaptive,2.3000000000000007,264.8804732450463,0
12,15,greedy-dynamic,5.799999999999995,192.04015685921902,1
12,15,phased-hungarian,2.3000000000000007,255.16880634468328,1
12,15,v4.2-adaptive,2.600000000000001,278.27339788000205,1
12,15,greedy-dynamic,3.2000000000000015,202.1896102826731,2
12,15,phased-hungarian,2.400000000000001,268.15356231724826,2
12,15,v4.2-adaptive,3.700000000000002,363.5694361084415,2
12,15,greedy-dynamic,3.4000000000000017,182.0121236169348,3
12,15,phased-hungarian,2.600000000000001,275.8599979835165,3
12,15,v4.2-adaptive,2.800000000000001,288.8613857106024,3
12,15,greedy-dynamic,5.799999999999995,218.11936968822167,4
12,15,phased-hungarian,2.9000000000000012,293.06687873428353,4
12,15,v4.2-adaptive,7.099999999999991,404.7718709807166,4
12,15,greedy-dynamic,4.5,217.78880750956662,5
12,15,phased-hungarian,2.9000000000000012,287.3813983742706,5
12,15,v4.2-adaptive,3.0000000000000013,308.01265548654516,5
12,15,greedy-dynamic,4.4,190.3838561900259,6
12,15,phased-hungarian,4.200000000000001,363.31712985936247,6
12,15,v4.2-adaptive,4.999999999999998,391.4213470530038,6
12,15,greedy-dynamic,3.800000000000002,204.71478040082417,7
12,15,phased-hungarian,2.3000000000000007,266.34250801449497,7
12,15,v4.2-adaptive,3.4000000000000017,348.42710239320263,7
12,15,greedy-dynamic,5.399999999999997,212.6365458654966,8
12,15,phased-hungarian,2.400000000000001,259.671116667402,8
12,15,v4.2-adaptive,2.500000000000001,268.9734583745103,8
12,15,greedy-dynamic,3.3000000000000016,181.4135492856557,9
12,15,phased-hungarian,3.3000000000000016,319.52746576252946,9
12,15,v4.2-adaptive,5.399999999999997,399.26825358354284,9
12,16,greedy-dynamic,5.4999999999999964,220.81236304723566,0
12,16,phased-hungarian,2.600000000000001,276.2737855094951,0
12,16,v4.2-adaptive,5.4999999999999964,398.92747313106435,0
12,16,greedy-dynamic,4.999999999999998,242.23886733031895,1
12,16,phased-hungarian,3.1000000000000014,324.16708792279206,1
12,16,v4.2-adaptive,2.600000000000001,328.94604740975495,1
12,16,greedy-dynamic,2.800000000000001,222.85910739634835,2
12,16,phased-hungarian,4.000000000000002,356.0461056491594,2
12,16,v4.2-adaptive,4.100000000000001,357.58916655126194,2
12,16,greedy-dynamic,4.300000000000001,191.81956148550623,3
12,16,phased-hungarian,2.600000000000001,285.1128617202265,3
12,16,v4.2-adaptive,2.400000000000001,307.71266884653335,3
12,16,greedy-dynamic,2.9000000000000012,207.9543983000856,4
12,16,phased-hungarian,4.5,359.2635991769468,4
12,16,v4.2-adaptive,2.500000000000001,294.22898359015664,4
12,16,greedy-dynamic,4.6,233.2089319512701,5
12,16,phased-hungarian,2.500000000000001,275.7650707407488,5
12,16,v4.2-adaptive,3.0000000000000013,318.7438265165923,5
12,16,greedy-dynamic,2.700000000000001,193.79441862145543,6
12,16,phased-hungarian,4.6,368.8278315873215,6
12,16,v4.2-adaptive,5.399999999999997,392.33661992576697,6
12,16,greedy-dynamic,5.799999999999995,210.62500959971274,7
12,16,phased-hungarian,2.2000000000000006,264.61471046974737,7
12,16,v4.2-adaptive,3.600000000000002,348.40215240459673,7
12,16,greedy-dynamic,4.6,210.33959523260637,8
12,16,phased-hungarian,2.3000000000000007,274.7054186028397,8
12,16,v4.2-adaptive,3.2000000000000015,334.23707048076074,8
12,16,greedy-dynamic,5.599999999999996,240.563001277393,9
12,16,phased-hungarian,3.1000000000000014,320.8794166579776,9
12,16,v4.2-adaptive,3.900000000000002,360.7122640689092,9
16,4,greedy-dynamic,7.499999999999989,215.33562093046888,0
16,4,phased-hungarian,8.099999999999987,290.57203408685046,0
16,4,v4.2-adaptive,7.099999999999991,266.03128519095003,0
16,4,greedy-dynamic,11.699999999999974,206.5505251976772,1
16,4,phased-hungarian,7.899999999999988,291.843005497109,1
16,4,v4.2-adaptive,6.8999999999999915,255.32466314622056,1
16,4,greedy-dynamic,16.99999999999997,199.77460838619692,2
16,4,phased-hungarian,4.899999999999999,175.86503658173586,2
16,4,v4.2-adaptive,7.29999999999999,269.4852044495319,2
16,4,greedy-dynamic,16.699999999999967,273.9484929014742,3
16,4,phased-hungarian,3.800000000000002,142.15532775194853,3
16,4,v4.2-adaptive,8.399999999999986,303.50870876799956,3
16,4,greedy-dynamic,10.29999999999998,231.6980033159733,4
16,4,phased-hungarian,6.799999999999992,249.45803842534133,4
16,4,v4.2-adaptive,7.599999999999989,288.3049617080885,4
16,4,greedy-dynamic,11.599999999999975,213.92140736809577,5
16,4,phased-hungarian,6.699999999999992,236.8210776181612,5
16,4,v4.2-adaptive,7.19999999999999,280.12221975950564,5
16,4,greedy-dynamic,16.29999999999996,307.35481085648706,6
16,4,phased-hungarian,8.699999999999985,323.90941675906345,6
16,4,v4.2-adaptive,7.799999999999988,290.55273724463683,6
16,4,greedy-dynamic,11.299999999999976,287.6336214326536,7
16,4,phased-hungarian,7.099999999999991,258.41423477624693,7
16,4,v4.2-adaptive,7.699999999999989,285.41699190879854,7
16,4,greedy-dynamic,8.299999999999986,170.13556291411146,8
16,4,phased-hungarian,5.799999999999995,198.67425006565577,8
16,4,v4.2-adaptive,6.499999999999993,245.7610942955253,8
16,4,greedy-dynamic,17.299999999999976,286.81056739544556,9
16,4,phased-hungarian,8.899999999999984,323.9717370665673,9
16,4,v4.2-adaptive,4.699999999999999,165.49890838095558,9
16,5,greedy-dynamic,8.099999999999987,140.97686982955625,0
16,5,phased-hungarian,5.4999999999999964,235.9089787964207,0
16,5,v4.2-adaptive,4.5,205.5990917847708,0
16,5,greedy-dynamic,8.399999999999986,225.65976307065498,1
16,5,phased-hungarian,4.999999999999998,220.73936817973782,1
16,5,v4.2-adaptive,7.099999999999991,315.1955508940771,1
16,5,greedy-dynamic,9.499999999999982,284.05773231468487,2
16,5,phased-hungarian,7.499999999999989,302.41541977302916,2
16,5,v4.2-adaptive,6.199999999999994,291.9249616546789,2
16,5,greedy-dynamic,6.399999999999993,199.48879345050176,3
16,5,phased-hungarian,4.799999999999999,210.6335854511033,3
16,5,v4.2-adaptive,5.299999999999997,247.61659380745186,3
16,5,greedy-dynamic,10.19999999999998,271.061502295708,4
16,5,phased-hungarian,5.1999999999999975,224.10078686976146,4
16,5,v4.2-adaptive,6.099999999999994,294.30262728824675,4
16,5,greedy-dynamic,17.099999999999973,275.04195610322125,5
16,5,phased-hungarian,6.699999999999992,290.06667895578965,5
16,5,v4.2-adaptive,5.399999999999997,261.456232619,5
16,5,greedy-dynamic,10.29999999999998,192.63593073974909,6
16,5,phased-hungarian,6.099999999999994,257.87996312344984,6
16,5,v4.2-adaptive,6.199999999999994,292.36273079959824,6
16,5,greedy-dynamic,7.899999999999988,267.2214149377888,7
16,5,phased-hungarian,8.399999999999986,322.42444887229834,7
16,5,v4.2-adaptive,5.799999999999995,278.7753138217889,7
16,5,greedy-dynamic,9.199999999999983,233.7847511985107,8
16,5,phased-hungarian,5.899999999999995,263.4640469284219,8
16,5,v4.2-adaptive,4.6,218.0735925819646,8
16,5,greedy-dynamic,14.599999999999964,287.57667753823813,9
16,5,phased-hungarian,5.4999999999999964,247.10624960894316,9
16,5,v4.2-adaptive,5.599999999999996,266.4831220668369,9
16,6,greedy-dynamic,13.399999999999968,263.41731141264626,0
16,6,phased-hungarian,6.199999999999994,310.83867787916154,0
16,6,v4.2-adaptive,3.900000000000002,217.1291442081508,0
16,6,greedy-dynamic,11.199999999999976,277.491682060746,1
16,6,phased-hungarian,8.599999999999985,375.00250702612743,1
16,6,v4.2-adaptive,5.899999999999995,313.89192587020665,1
16,6,greedy-dynamic,9.199999999999983,244.76552630036895,2
16,6,phased-hungarian,4.999999999999998,267.50710818475454,2
16,6,v4.2-adaptive,6.399999999999993,333.05322194748635,2
16,6,greedy-dynamic,10.799999999999978,224.67625907460535,3
16,6,phased-hungarian,6.099999999999994,313.0250741706243,3
16,6,v4.2-adaptive,5.699999999999996,305.1473089726443,3
16,6,greedy-dynamic,14.599999999999964,319.898280425922,4
16,6,phased-hungarian,6.499999999999993,335.2650258208207,4
16,6,v4.2-adaptive,6.699999999999992,324.4423334444133,4
16,6,greedy-dynamic,8.399999999999986,253.7147113767822,5
16,6,phased-hungarian,6.499999999999993,321.9869472204413,5
16,6,v4.2-adaptive,3.800000000000002,201.56844425677693,5
16,6,greedy-dynamic,18.599999999999994,268.07689976959955,6
16,6,phased-hungarian,5.699999999999996,295.6213936938991,6
16,6,v4.2-adaptive,4.999999999999998,285.49557602795863,6
16,6,greedy-dynamic,7.699999999999989,236.61388660561053,7
16,6,phased-hungarian,6.299999999999994,325.11166073967695,7
16,6,v4.2-adaptive,4.200000000000001,220.4673929934997,7
16,6,greedy-dynamic,9.199999999999983,298.2214732334355,8
16,6,phased-hungarian,5.899999999999995,303.0415203128722,8
16,6,v4.2-adaptive,5.999999999999995,305.55466001363607,8
16,6,greedy-dynamic,12.79999999999997,269.037762788125,9
16,6,phased-hungarian,7.799999999999988,351.30552784142697,9
16,6,v4.2-adaptive,6.799999999999992,355.44285250851294,9
16,7,greedy-dynamic,6.999999999999991,236.0703172643665,0
16,7,phased-hungarian,7.699999999999989,389.79969310970534,0
16,7,v4.2-adaptive,5.099999999999998,320.8554865821943,0
16,7,greedy-dynamic,10.799999999999978,272.9666046473852,1
16,7,phased-hungarian,5.099999999999998,321.763807211891,1
16,7,v4.2-adaptive,4.999999999999998,320.7322718514704,1
16,7,greedy-dynamic,10.699999999999978,215.7926633313757,2
16,7,phased-hungarian,4.5,286.0759535320813,2
16,7,v4.2-adaptive,4.4,270.1591521008876,2
16,7,greedy-dynamic,9.199999999999983,260.2912456690193,3
16,7,phased-hungarian,4.5,278.339417792529,3
16,7,v4.2-adaptive,7.499999999999989,353.91242426728655,3
16,7,greedy-dynamic,10.999999999999977,287.30424750877785,4
16,7,phased-hungarian,5.299999999999997,321.5884086038627,4
16,7,v4.2-adaptive,6.8999999999999915,379.42379697963383,4
16,7,greedy-dynamic,9.199999999999983,208.92687507349248,5
16,7,phased-hungarian,5.099999999999998,319.7055818528627,5
16,7,v4.2-adaptive,5.1999999999999975,314.6259755245821,5
16,7,greedy-dynamic,7.899999999999988,199.72726886467188,6
16,7,phased-hungarian,4.899999999999999,276.73954473071876,6
16,7,v4.2-adaptive,4.6,267.55136772041374,6
